COD,REF,Regiao,Estado,Area_Estudo,Referencia,Longitude,Latitude,n_amostral,Especie,Nome comum,ID,Ano_Coleta,Forma_Coleta,Sexo,Maturidade,"Estagio
Desenvolvimento",Idade,Idade_Mean,Idade_Median,Idade_SD,Idade_Min,Idade_Max,Comp_cm,Comp_Mean,Comp_Median,Comp_SD,Comp_Min,Comp_Max,Peso_Kg,Tecido,Lipidios_%,Lipidios_Mean,Lipidios_Median,Lipidios_SD,Lipidios_Min,Lipidios_Max,∑PCBs_ng/g,∑PCBs_Mean,∑PCBs_Median,∑PCBs_SD,∑PCBs_Min,∑PCBs_Max,∑DDTs_ng/g,∑DDTs_Mean,∑DDTs_Median,∑DDTs_SD,∑DDTs_Min,∑DDTs_Max,Drins_ng/g,Drins_Mean,Drins_Median,Drins_SD,Drins_Min,Drins_Max,CHLs_ng/g,CHLs_Mean,CHLs_Median,CHLs_SD,CHLs_Min,CHLs_Max,Heptacloro_ng/g,Heptacloro_Mean,Heptacloro_Median,Heptacloro_SD,Heptacloro_Min,Heptacloro_Max,∑HCH_ng/g,∑HCH_Mean,∑HCH_Median,∑HCH_SD,∑HCH_Min,∑HCH_Max,HCB_ng/g,HCB_Mean,HCB_Median,HCB_SD,HCB_Min.,HCB_Max,Mirex_ng/g,Mirex_Mean,Mirex_Median,Mirex_SD,Mirex_Min,Mirex_Max,Obs
A166,POP13,NE,CE,Ceará (Região 1),Santos-Neto 2014,39.383684W,3.147511S,1,Sotalia guianensis,Guiana Dolphin,Sg #02,2009,Encalhe,ND,I,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,Blubber,26,NA,NA,NA,NA,NA,1670,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,
A167,POP13,NE,CE,Ceará (Região 1),Santos-Neto 2014,39.383684W,3.147511S,1,Sotalia guianensis,Guiana Dolphin,Sg #03,2010,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,Blubber,54,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,
A168,POP13,NE,CE,Ceará (Região 1),Santos-Neto 2014,39.383684W,3.147511S,1,Sotalia guianensis,Guiana Dolphin,Sg #04,2011,Encalhe,M,M,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Blubber,48,NA,NA,NA,NA,NA,3370,NA,NA,NA,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,
A169,POP13,NE,CE,Ceará (Região 1),Santos-Neto 2014,39.383684W,3.147511S,4,Sotalia guianensis,Guiana Dolphin,NA,2009/2011,Encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,2230,2520,1740,20,3850,NA,330,340,260,6,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,4,NA,80,90,40,20,120,
A170,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #05,2007,Encalhe,M,M,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,Blubber,41,NA,NA,NA,NA,NA,7320,NA,NA,NA,NA,NA,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,
A171,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #06,2008,Encalhe,M,M,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,Blubber,73,NA,NA,NA,NA,NA,3930,NA,NA,NA,NA,NA,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,
A172,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #07,2010,Encalhe,F,I,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,Blubber,35,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,
A173,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #08,2010,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,Blubber,73,NA,NA,NA,NA,NA,2630,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,
A174,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #09,2010,Encalhe,M,I,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,Blubber,66,NA,NA,NA,NA,NA,17300,NA,NA,NA,NA,NA,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,
A175,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #10,2010,Encalhe,M,M,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,Blubber,44,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,NA,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,
A176,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #11,2010,Encalhe,F,I,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,Blubber,23,NA,NA,NA,NA,NA,7050,NA,NA,NA,NA,NA,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,
A177,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,1,Sotalia guianensis,Guiana Dolphin,Sg #12,2011,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,Blubber,73,NA,NA,NA,NA,NA,4300,NA,NA,NA,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,
A178,POP13,NE,CE,Ceará (Região metropolitana),Santos-Neto 2014,38.520137W,3.691281S,8,Sotalia guianensis,Guiana Dolphin,NA,2007/2011,Encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,7350,5680,6270,40,17300,NA,1110,1170,660,60,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,10,40,50,NA,7,7,4,2,10,NA,90,80,30,40,150,
A179,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #13,2009,Encalhe,M,M,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,Blubber,39,NA,NA,NA,NA,NA,490,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,
A180,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #14,2009,Encalhe,M,I,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,Blubber,39,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,
A181,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #15,2009,Encalhe,M,I,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,Blubber,24,NA,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,
A182,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #16,2009,Encalhe,M,I,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,Blubber,75,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,
A183,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #17,2009,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,Blubber,29,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,
A184,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #18,2009,Encalhe,F,I,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,Blubber,74,NA,NA,NA,NA,NA,3080,NA,NA,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,
A185,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #19,2010,Encalhe,M,M,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,Blubber,65,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,
A186,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #20,2010,Encalhe,M,M,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,Blubber,60,NA,NA,NA,NA,NA,850,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,
A187,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #21,2011,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,Blubber,38,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,
A188,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #22,2011,Encalhe,M,I,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,Blubber,68,NA,NA,NA,NA,NA,3640,NA,NA,NA,NA,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,
A189,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #23,2011,Encalhe,F,I,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,Blubber,89,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,
A190,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #24,2011,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,Blubber,71,NA,NA,NA,NA,NA,810,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,
A191,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,1,Sotalia guianensis,Guiana Dolphin,Sg #25,2011,Encalhe,F,I,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,Blubber,77,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,
A192,POP13,NE,CE,Ceará (Região 2),Santos-Neto 2014,37.826080W,4.346122S,13,Sotalia guianensis,Guiana Dolphin,NA,2009/2011,Encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,NA,NA,NA,NA,NA,NA,NA,1120,650,1320,30,3640,NA,300,150,280,3,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,28???,30,5,80,NA,6,6,2,3,8,NA,70,60,50,20,160,
A193,POP13,NE,CE,CS/OS - Ceará,Santos-Neto 2014,37.607046W,2.820964S,1,Stenella frontalis,Atlantic spotted dolphin,Sf #01,2006,Encalhe,M,ND,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,Blubber,3,NA,NA,NA,NA,NA,1890,NA,NA,NA,NA,NA,2880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,2380,NA,NA,NA,NA,NA,
A194,POP13,NE,CE,CS/OS - Ceará,Santos-Neto 2014,37.607046W,2.820964S,1,Stenella coeruleoalba,Striped dolphin,Sc #01,2007,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,Blubber,74,NA,NA,NA,NA,NA,960,NA,NA,NA,NA,NA,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,
A195,POP13,NE,CE,CS/OS - Ceará,Santos-Neto 2014,37.607046W,2.820964S,1,Stenella longirostris,Spinner dolphin,Sl #01,2008,Encalhe,M,I,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,Blubber,42,NA,NA,NA,NA,NA,7160,NA,NA,NA,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<DL,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,
A196,POP13,NE,CE,CS/OS - Ceará,Santos-Neto 2014,37.607046W,2.820964S,1,Stenella longirostris,Spinner dolphin,Sl #02,2010,Encalhe,F,I,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,Blubber,23,NA,NA,NA,NA,NA,4910,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,
A197,POP13,NE,CE,CS/OS - Ceará,Santos-Neto 2014,37.607046W,2.820964S,1,Lagenodelphis hosei,Fraser's dolphin,Lh #01,2009,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,Blubber,51,NA,NA,NA,NA,NA,1660,NA,NA,NA,NA,NA,3380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,
A198,POP13,NE,CE,CS/OS - Ceará,Santos-Neto 2014,37.607046W,2.820964S,1,Lagenodelphis hosei,Fraser's dolphin,Lh #02,2010,Encalhe,F,M,NA,NA,NA,NA,NA,NA,NA,234,NA,NA,NA,NA,NA,NA,Blubber,5,NA,NA,NA,NA,NA,1890,NA,NA,NA,NA,NA,5190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,
A199,POP14,SE,RJ,Quissamã- RJ,Lavandier et al. 2015,41.397686W,22.193700S,1,Sotalia guianensis,Guiana Dolphin,SG 01,2003/12,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,8740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A200,POP14,SE,RJ,Quissamã- RJ,Lavandier et al. 2015,41.397686W,22.193700S,1,Sotalia guianensis,Guiana Dolphin,SG 02,2003/12,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,4650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A201,POP14,SE,RJ,Cabo Frio- RJ,Lavandier et al. 2015,42.016488W,22.904917 S,1,Sotalia guianensis,Guiana Dolphin,SG 03,2003/12,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,4970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A202,POP14,SE,RJ,Rio das Ostras- RJ,Lavandier et al. 2015,41.958096W,22.542856S,1,Sotalia guianensis,Guiana Dolphin,SG 04,2003/12,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,3880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A203,POP14,SE,RJ,São Francisco do Itabapoana- RJ,Lavandier et al. 2015,41.067632W,21.523454S,1,Sotalia guianensis,Guiana Dolphin,SG 05,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A204,POP14,SE,RJ,São Francisco do Itabapoana- RJ,Lavandier et al. 2015,41.067632W,21.523454S,1,Sotalia guianensis,Guiana Dolphin,SG 06,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,7010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A205,POP14,SE,RJ,São João da Barra- RJ,Lavandier et al. 2015,41.015141W,21.665837S,1,Sotalia guianensis,Guiana Dolphin,SG 07,2003/12,Captura incidental/encalhe,F,NA,Adulto,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A206,POP14,SE,RJ,Quissamã- RJ,Lavandier et al. 2015,41.397686W,22.193700S,1,Sotalia guianensis,Guiana Dolphin,SG 08,2003/12,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,5680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A207,POP14,SE,RJ,Rio de Janeiro,Lavandier et al. 2015,NA,NA,8,Sotalia guianensis,Guiana Dolphin,NA,2003/12,Captura incidental/encalhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muscle,NA,NA,NA,NA,4.53,9.32,NA,6340,NA,2860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A208,POP14,SE,RJ,Quissamã- RJ,Lavandier et al. 2015,41.397686W,22.193700S,1,Sotalia guianensis,Guiana Dolphin,SG 01,2003/12,Captura incidental/encalhe,M,NA,Juvenil,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,9990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A209,POP14,SE,RJ,Quissamã- RJ,Lavandier et al. 2015,41.397686W,22.193700S,1,Sotalia guianensis,Guiana Dolphin,SG 02,2003/12,Captura incidental/encalhe,M,NA,Adulto,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Liver,NA,NA,NA,NA,NA,NA,5370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
